store;id;name;priceDate;price;isBudgetBrand;quantity;unit;isWeighted;isBio;isAvailable;url
billa;"00-258074";Clever Bananen aus Kolumbien;2023-03-07;1.69;true;1000;g;true;false;true;https://shop.billa.at/produkte/00-258074;
billa;"00-258074";Clever Bananen aus Kolumbien;2023-02-19;1.79;true;1000;g;true;false;true;https://shop.billa.at/produkte/00-258074;
billa;"00-258074";Clever Bananen aus Kolumbien;2023-01-03;1.49;true;1000;g;true;false;true;https://shop.billa.at/produkte/00-258074;
billa;"00-258074";Clever Bananen aus Kolumbien;2023-01-01;1.79;true;1000;g;true;false;true;https://shop.billa.at/produkte/00-258074;
billa;"00-258074";Clever Bananen aus Kolumbien;2022-07-19;1.49;true;1000;g;true;false;true;https://shop.billa.at/produkte/00-258074;
billa;"00-258074";Clever Bananen aus Kolumbien;2022-03-22;1.39;true;1000;g;true;false;true;https://shop.billa.at/produkte/00-258074;
billa;"00-258074";Clever Bananen aus Kolumbien;2022-02-01;1.29;true;1000;g;true;false;true;https://shop.billa.at/produkte/00-258074;
billa;"00-258074";Clever Bananen aus Kolumbien;2022-01-02;1.39;true;1000;g;true;false;true;https://shop.billa.at/produkte/00-258074;
billa;"00-258074";Clever Bananen aus Kolumbien;2021-03-14;1.19;true;1000;g;true;false;true;https://shop.billa.at/produkte/00-258074;
billa;"00-258074";Clever Bananen aus Kolumbien;2020-02-19;1.39;true;1000;g;true;false;true;https://shop.billa.at/produkte/00-258074;
billa;"00-258074";Clever Bananen aus Kolumbien;2020-01-09;1.29;true;1000;g;true;false;true;https://shop.billa.at/produkte/00-258074;
billa;"00-258074";Clever Bananen aus Kolumbien;2020-01-02;1;true;1000;g;true;false;true;https://shop.billa.at/produkte/00-258074;
billa;"00-258074";Clever Bananen aus Kolumbien;2019-09-05;1.29;true;1000;g;true;false;true;https://shop.billa.at/produkte/00-258074;
billa;"00-258074";Clever Bananen aus Kolumbien;2019-09-02;0.88;true;1000;g;true;false;true;https://shop.billa.at/produkte/00-258074;
billa;"00-258074";Clever Bananen aus Kolumbien;2019-08-07;1.29;true;1000;g;true;false;true;https://shop.billa.at/produkte/00-258074;
billa;"00-258074";Clever Bananen aus Kolumbien;2019-03-07;1.39;true;1000;g;true;false;true;https://shop.billa.at/produkte/00-258074;
billa;"00-258074";Clever Bananen aus Kolumbien;2019-02-28;1;true;1000;g;true;false;true;https://shop.billa.at/produkte/00-258074;
billa;"00-258074";Clever Bananen aus Kolumbien;2019-01-17;1.39;true;1000;g;true;false;true;https://shop.billa.at/produkte/00-258074;
billa;"00-258074";Clever Bananen aus Kolumbien;2019-01-10;1;true;1000;g;true;false;true;https://shop.billa.at/produkte/00-258074;
billa;"00-258074";Clever Bananen aus Kolumbien;2019-01-09;1.39;true;1000;g;true;false;true;https://shop.billa.at/produkte/00-258074;
spar;"6942526";S-BUDGET Bananen per kg;2023-06-04;1.69;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2023-06-02;1.49;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2023-05-22;1.69;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2023-04-21;1.79;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2023-04-14;1.49;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2023-03-12;1.79;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2023-03-11;1.49;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2023-02-13;1.79;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2023-02-10;1.29;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2023-01-16;1.49;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
